Survived,Pclass,Name,Sex,Ticket,Embarked,Cabin
0,3,"Rosblom, Mr. Viktor Richard",male,370129,S,
0,3,"Wiseman, Mr. Phillippe",male,A/4. 34244,S,
1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,2003,S,
1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,250655,S,
0,3,"Flynn, Mr. James",male,364851,Q,
1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,SOTON/O.Q. 392078,S,E10
1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,110564,S,C52
1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,376564,S,
1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,SC/AH 3085,S,
0,3,"Kallio, Mr. Nikolai Erland",male,STON/O 2. 3101274,S,
0,1,"Silvey, Mr. William Baird",male,13507,S,E44
1,1,"Carter, Miss. Lucile Polk",female,113760,S,B96 B98
0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,W./C. 6608,S,
1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,29106,S,
0,1,"Fortune, Mr. Mark",male,19950,S,C23 C25 C27
0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,C.A. 18723,S,
1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,F.C.C. 13529,S,
0,3,"Hampe, Mr. Leon",male,345769,S,
0,3,"Petterson, Mr. Johan Emil",male,347076,S,
1,2,"Reynaldo, Ms. Encarnacion",female,230434,S,
1,3,"Johannesen-Bratthammer, Mr. Bernt",male,65306,S,
1,1,"Dodge, Master. Washington",male,33638,S,A34
1,2,"Mellinger, Miss. Madeleine Violet",female,250644,S,
1,1,"Seward, Mr. Frederic Kimber",male,113794,S,
1,3,"Baclini, Miss. Marie Catherine",female,2666,C,
1,1,"Peuchen, Major. Arthur Godfrey",male,113786,S,C104
0,2,"West, Mr. Edwy Arthur",male,C.A. 34651,S,
0,3,"Hagland, Mr. Ingvald Olai Olsen",male,65303,S,
0,1,"Foreman, Mr. Benjamin Laventall",male,113051,C,C111
1,1,"Goldenberg, Mr. Samuel L",male,17453,C,C92
0,3,"Peduzzi, Mr. Joseph",male,A/5 2817,S,
1,3,"Jalsevac, Mr. Ivan",male,349240,C,
0,1,"Millet, Mr. Francis Davis",male,13509,S,E38
1,1,"Kenyon, Mrs. Frederick R (Marion)",female,17464,S,D21
1,2,"Toomey, Miss. Ellen",female,F.C.C. 13531,S,
0,3,"O'Connor, Mr. Maurice",male,371060,Q,
1,1,"Anderson, Mr. Harry",male,19952,S,E12
0,3,"Morley, Mr. William",male,364506,S,
0,1,"Gee, Mr. Arthur H",male,111320,S,E63
0,2,"Milling, Mr. Jacob Christian",male,234360,S,
0,3,"Maisner, Mr. Simon",male,A/S 2816,S,
0,3,"Goncalves, Mr. Manuel Estanslas",male,SOTON/O.Q. 3101306,S,
0,2,"Campbell, Mr. William",male,239853,S,
0,1,"Smart, Mr. John Montgomery",male,113792,S,
0,3,"Scanlan, Mr. James",male,36209,Q,
1,3,"Baclini, Miss. Helene Barbara",female,2666,C,
0,3,"Keefe, Mr. Arthur",male,323592,S,
0,3,"Cacic, Mr. Luka",male,315089,S,
1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,C.A. 34651,S,
1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,SC/AH Basle 541,C,D
0,3,"Strandberg, Miss. Ida Sofia",female,7553,S,
0,1,"Clifford, Mr. George Quincy",male,110465,S,A14
0,2,"Renouf, Mr. Peter Henry",male,31027,S,
0,3,"Braund, Mr. Lewis Richard",male,3460,S,
0,3,"Karlsson, Mr. Nils August",male,350060,S,
1,3,"Hirvonen, Miss. Hildur E",female,3101298,S,
0,3,"Goodwin, Master. Harold Victor",male,CA 2144,S,
0,2,"Frost, Mr. Anthony Wood ""Archie""",male,239854,S,
0,3,"Rouse, Mr. Richard Henry",male,A/5 3594,S,
1,3,"Turkula, Mrs. (Hedwig)",female,4134,S,
1,1,"Bishop, Mr. Dickinson H",male,11967,C,B49
0,3,"Lefebre, Miss. Jeannie",female,4133,S,
1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,19943,S,C93
0,1,"Kent, Mr. Edward Austin",male,11771,C,B37
0,3,"Somerton, Mr. Francis William",male,A.5. 18509,S,
1,3,"Coutts, Master. Eden Leslie ""Neville""",male,C.A. 37671,S,
0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,65304,S,
0,3,"Windelov, Mr. Einar",male,SOTON/OQ 3101317,S,
0,1,"Molson, Mr. Harry Markland",male,113787,S,C30
0,1,"Artagaveytia, Mr. Ramon",male,PC 17609,C,
0,3,"Stanley, Mr. Edward Roland",male,A/4 45380,S,
0,3,"Yousseff, Mr. Gerious",male,2627,C,
1,1,"Eustis, Miss. Elizabeth Mussey",female,36947,C,D20
0,3,"Shellard, Mr. Frederick William",male,C.A. 6212,S,
0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,113781,S,C22 C26
0,3,"Svensson, Mr. Olof",male,350035,S,
0,3,"Calic, Mr. Petar",male,315086,S,
0,3,"Canavan, Miss. Mary",female,364846,Q,
0,3,"O'Sullivan, Miss. Bridget Mary",female,330909,Q,
0,3,"Laitinen, Miss. Kristina Sofia",female,4135,S,
1,1,"Maioni, Miss. Roberta",female,110152,S,B79
0,1,"Penasco y Castellana, Mr. Victor de Satode",male,PC 17758,C,C65
1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,26360,S,
1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,111427,S,
0,3,"Olsen, Mr. Henry Margido",male,C 4001,S,
1,3,"Lang, Mr. Fang",male,1601,S,
1,3,"Daly, Mr. Eugene Patrick",male,382651,Q,
0,3,"Webber, Mr. James",male,SOTON/OQ 3101316,S,
1,1,"McGough, Mr. James Robert",male,PC 17473,S,E25
1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,PC 17603,C,
0,3,"Coleff, Mr. Satio",male,349209,S,
0,1,"Walker, Mr. William Anderson",male,36967,S,D46
1,2,"Lemore, Mrs. (Amelia Milley)",female,C.A. 34260,S,F33
0,3,"Ryan, Mr. Patrick",male,371110,Q,
1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,226875,S,
0,3,"Pavlovic, Mr. Stefo",male,349242,S,
1,1,"Perreault, Miss. Anne",female,12749,S,B73
0,3,"Vovk, Mr. Janko",male,349252,S,
0,3,"Lahoud, Mr. Sarkis",male,2624,C,
1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,111361,C,B18
0,3,"Kassem, Mr. Fared",male,2700,C,
0,3,"Farrell, Mr. James",male,367232,Q,
1,2,"Ridsdale, Miss. Lucy",female,W./C. 14258,S,
0,1,"Farthing, Mr. John",male,PC 17483,S,C95
0,3,"Salonen, Mr. Johan Werner",male,3101296,S,
0,2,"Hocking, Mr. Richard George",male,29104,S,
1,2,"Quick, Miss. Phyllis May",female,26360,S,
0,3,"Toufik, Mr. Nakli",male,2641,C,
0,3,"Elias, Mr. Joseph Jr",male,2690,C,
1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,2668,C,
0,3,"Cacic, Miss. Marija",female,315084,S,
1,2,"Hart, Miss. Eva Miriam",female,F.C.C. 13529,S,
0,1,"Butt, Major. Archibald Willingham",male,113050,S,B38
1,1,"LeRoy, Miss. Bertha",female,PC 17761,C,
0,3,"Risien, Mr. Samuel Beard",male,364498,S,
1,1,"Frolicher, Miss. Hedwig Margaritha",female,13568,C,B39
1,1,"Crosby, Miss. Harriet R",female,WE/P 5735,S,B22
0,3,"Andersson, Miss. Ingeborg Constanzia",female,347082,S,
0,3,"Andersson, Miss. Sigrid Elisabeth",female,347082,S,
1,2,"Beane, Mr. Edward",male,2908,S,
0,1,"Douglas, Mr. Walter Donald",male,PC 17761,C,C86
0,1,"Nicholson, Mr. Arthur Ernest",male,693,S,
1,2,"Beane, Mrs. Edward (Ethel Clarke)",female,2908,S,
1,2,"Padro y Manent, Mr. Julian",male,SC/PARIS 2146,C,
0,3,"Goldsmith, Mr. Frank John",male,363291,S,
1,2,"Davies, Master. John Morgan Jr",male,C.A. 33112,S,
1,1,"Thayer, Mr. John Borland Jr",male,17421,C,C70
0,2,"Sharp, Mr. Percival James R",male,244358,S,
0,3,"O'Brien, Mr. Timothy",male,330979,Q,
1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,2620,C,
1,3,"Ohman, Miss. Velin",female,347085,S,
0,1,"Wright, Mr. George",male,113807,S,
1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,11755,C,A16
0,1,"Robbins, Mr. Victor",male,PC 17757,C,
1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,110413,S,E67
1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,345572,S,
0,3,"Morrow, Mr. Thomas Rowan",male,372622,Q,
0,3,"Sivic, Mr. Husein",male,349251,S,
0,2,"Norman, Mr. Robert Douglas",male,218629,S,
0,3,"Simmons, Mr. John",male,SOTON/OQ 392082,S,
0,3,"Meanwell, Miss. (Marion Ogden)",female,SOTON/O.Q. 392087,S,
0,3,"Davies, Mr. Alfred J",male,A/4 48871,S,
0,3,"Stoytcheff, Mr. Ilia",male,349205,S,
0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,349909,S,
0,3,"Doharr, Mr. Tannous",male,2686,C,
1,3,"Jonsson, Mr. Carl",male,350417,S,
1,2,"Harris, Mr. George",male,S.W./PP 752,S,
1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,11769,S,C101
1,1,"Flynn, Mr. John Irwin (""Irving"")",male,PC 17474,S,E25
1,3,"Kelly, Miss. Mary",female,14312,Q,
0,3,"Rush, Mr. Alfred George John",male,A/4. 20589,S,
0,3,"Patchett, Mr. George",male,358585,S,
1,2,"Garside, Miss. Ethel",female,243880,S,
1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,13507,S,E44
0,3,"Caram, Mrs. Joseph (Maria Elias)",female,2689,C,
1,3,"Jussila, Mr. Eiriik",male,STON/O 2. 3101286,S,
1,2,"Christy, Miss. Julie Rachel",female,237789,S,
1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,17421,C,C68
0,2,"Downton, Mr. William James",male,28403,S,
0,1,"Ross, Mr. John Hugo",male,13049,C,A10
0,3,"Paulner, Mr. Uscher",male,3411,C,
1,1,"Taussig, Miss. Ruth",female,110413,S,E68
0,2,"Jarvis, Mr. John Denzil",male,237565,S,
1,1,"Frolicher-Stehli, Mr. Maxmillian",male,13567,C,B41
0,3,"Gilinski, Mr. Eliezer",male,14973,S,
0,3,"Murdlin, Mr. Joseph",male,A./5. 3235,S,
0,3,"Rintamaki, Mr. Matti",male,STON/O 2. 3101273,S,
1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,36947,C,D20
0,3,"Elsbury, Mr. William James",male,A/5 3902,S,
0,3,"Bourke, Miss. Mary",female,364848,Q,
0,2,"Chapman, Mr. John Henry",male,SC/AH 29037,S,
0,3,"Van Impe, Mr. Jean Baptiste",male,345773,S,
1,2,"Leitch, Miss. Jessie Wills",female,248727,S,
0,3,"Johnson, Mr. Alfred",male,LINE,S,
0,3,"Boulos, Mr. Hanna",male,2664,C,
1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,PC 17485,C,A20
1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,243847,S,
0,3,"Slabenoff, Mr. Petco",male,349214,S,
0,1,"Harrington, Mr. Charles H",male,113796,S,
0,3,"Torber, Mr. Ernst William",male,364511,S,
1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,111426,C,
0,3,"Lindell, Mr. Edvard Bengtsson",male,349910,S,
0,3,"Karaic, Mr. Milan",male,349246,S,
1,1,"Daniel, Mr. Robert Williams",male,113804,S,
1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,SC/Paris 2123,C,
1,1,"Shutes, Miss. Elizabeth W",female,PC 17582,S,C125
0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,347082,S,
0,3,"Jardin, Mr. Jose Neto",male,SOTON/O.Q. 3101305,S,
1,3,"Murphy, Miss. Margaret Jane",female,367230,Q,
0,3,"Horgan, Mr. John",male,370377,Q,
0,3,"Brocklebank, Mr. William Alfred",male,364512,S,
1,2,"Herman, Miss. Alice",female,220845,S,
0,3,"Danbom, Mr. Ernst Gilbert",male,347080,S,
0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,A/5. 3336,S,
1,2,"Becker, Miss. Marion Louise",female,230136,S,F4
0,2,"Gavey, Mr. Lawrence",male,31028,S,
0,3,"Yasbeck, Mr. Antoni",male,2659,C,
1,1,"Kimball, Mr. Edwin Nelson Jr",male,11753,S,D19
1,3,"Nakid, Mr. Sahid",male,2653,C,
0,3,"Hansen, Mr. Henry Damsgaard",male,350029,S,
0,3,"Bowen, Mr. David John ""Dai""",male,54636,S,
0,1,"Sutton, Mr. Frederick",male,36963,S,D50
0,2,"Kirkland, Rev. Charles Leonard",male,219533,Q,
1,1,"Longley, Miss. Gretchen Fiske",female,13502,S,D9
0,3,"Bostandyeff, Mr. Guentcho",male,349224,S,
0,3,"O'Connell, Mr. Patrick D",male,334912,Q,
1,1,"Barkworth, Mr. Algernon Henry Wilson",male,27042,S,A23
0,3,"Lundahl, Mr. Johan Svensson",male,347743,S,
1,1,"Stahelin-Maeglin, Dr. Max",male,13214,C,B50
0,1,"Parr, Mr. William Henry Marsh",male,112052,S,
0,3,"Skoog, Miss. Mabel",female,347088,S,
1,2,"Davis, Miss. Mary",female,237668,S,
0,3,"Leinonen, Mr. Antti Gustaf",male,STON/O 2. 3101292,S,
0,2,"Collyer, Mr. Harvey",male,C.A. 31921,S,
0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,3101295,S,
0,3,"Thorneycroft, Mr. Percival",male,376564,S,
0,3,"Jensen, Mr. Hans Peder",male,350050,S,
1,1,"Sagesser, Mlle. Emma",female,PC 17477,C,B35
0,3,"Skoog, Miss. Margit Elizabeth",female,347088,S,
1,3,"Foo, Mr. Choong",male,1601,S,
1,3,"Baclini, Miss. Eugenie",female,2666,C,
1,1,"Harper, Mr. Henry Sleeper",male,PC 17572,C,D33
0,3,"Cor, Mr. Liudevit",male,349231,S,
1,1,"Simonius-Blumer, Col. Oberst Alfons",male,13213,C,A26
0,3,"Willey, Mr. Edward",male,S.O./P.P. 751,S,
1,3,"Stanley, Miss. Amy Zillah Elsie",female,CA. 2314,S,
0,3,"Mitkoff, Mr. Mito",male,349221,S,
1,2,"Doling, Miss. Elsie",female,231919,S,
0,3,"Kalvik, Mr. Johannes Halvorsen",male,8475,S,
1,3,"O'Leary, Miss. Hanora ""Norah""",female,330919,Q,
0,3,"Hegarty, Miss. Hanora ""Nora""",female,365226,Q,
0,2,"Hickman, Mr. Leonard Mark",male,S.O.C. 14879,S,
0,3,"Radeff, Mr. Alexander",male,349223,S,
0,3,"Bourke, Mrs. John (Catherine)",female,364849,Q,
0,2,"Eitemiller, Mr. George Floyd",male,29751,S,
0,1,"Newell, Mr. Arthur Webster",male,35273,C,D48
1,1,"Frauenthal, Dr. Henry William",male,PC 17611,S,
0,3,"Badt, Mr. Mohamed",male,2623,C,
0,1,"Colley, Mr. Edward Pomeroy",male,5727,S,E58
0,3,"Coleff, Mr. Peju",male,349210,S,
1,3,"Lindqvist, Mr. Eino William",male,STON/O 2. 3101285,S,
0,2,"Hickman, Mr. Lewis",male,S.O.C. 14879,S,
0,2,"Butler, Mr. Reginald Fenton",male,234686,S,
0,3,"Rommetvedt, Mr. Knud Paust",male,312993,S,
0,3,"Cook, Mr. Jacob",male,A/5 3536,S,
1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,19996,S,C126
1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,29750,S,
0,1,"Davidson, Mr. Thornton",male,F.C. 12750,S,B71
0,2,"Mitchell, Mr. Henry Michael",male,C.A. 24580,S,
1,2,"Wilhelms, Mr. Charles",male,244270,S,
0,2,"Watson, Mr. Ennis Hastings",male,239856,S,
0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,349912,S,
0,3,"Sawyer, Mr. Frederick Charles",male,342826,S,
1,3,"Turja, Miss. Anna Sofia",female,4138,S,
0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,CA 2144,S,
1,1,"Cardeza, Mr. Thomas Drake Martinez",male,PC 17755,C,B51 B53 B55
0,3,"Peters, Miss. Katie",female,330935,Q,
1,1,"Hassab, Mr. Hammad",male,PC 17572,C,D49
0,3,"Olsvigen, Mr. Thor Anderson",male,6563,S,
0,3,"Goodwin, Mr. Charles Edward",male,CA 2144,S,
0,2,"Brown, Mr. Thomas William Solomon",male,29750,S,
0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,SC/Paris 2123,C,
0,3,"Panula, Mr. Jaako Arnold",male,3101295,S,
0,3,"Dakic, Mr. Branko",male,349228,S,
0,3,"Fischer, Mr. Eberhard Thelander",male,350036,S,
1,1,"Madill, Miss. Georgette Alexandra",female,24160,S,B5
1,1,"Dick, Mr. Albert Adrian",male,17474,S,B20
1,3,"Karun, Miss. Manca",female,349256,C,
1,3,"Lam, Mr. Ali",male,1601,S,
0,3,"Saad, Mr. Khalil",male,2672,C,
0,1,"Weir, Col. John",male,113800,S,
0,2,"Chapman, Mr. Charles Henry",male,248731,S,
0,3,"Kelly, Mr. James",male,363592,S,
1,3,"Mullens, Miss. Katherine ""Katie""",female,35852,Q,
0,1,"Thayer, Mr. John Borland",male,17421,C,C68
0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,348121,S,F G63
1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,PC 17757,C,C62 C64
1,1,"Silverthorne, Mr. Spencer Victor",male,PC 17475,S,E24
0,3,"Barbara, Miss. Saiide",female,2691,C,
0,3,"Gallagher, Mr. Martin",male,36864,Q,
0,3,"Hansen, Mr. Henrik Juul",male,350025,S,
0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,250655,S,
1,2,"Kelly, Mrs. Florence ""Fannie""",female,223596,S,
1,1,"Calderhead, Mr. Edward Pennington",male,PC 17476,S,E24
1,1,"Cleaver, Miss. Alice",female,113781,S,
1,3,"Moubarek, Master. Halim Gonios (""William George"")",male,2661,C,
1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,PC 17482,C,C90
0,1,"Klaber, Mr. Herman",male,113028,S,C124
1,1,"Taylor, Mr. Elmer Zebley",male,19996,S,C126
0,3,"Larsson, Mr. August Viktor",male,7545,S,
0,2,"Greenberg, Mr. Samuel",male,250647,S,
0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,348124,S,F G73
1,1,"Endres, Miss. Caroline Louise",female,PC 17757,C,C45
1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,34218,S,E101
0,3,"McEvoy, Mr. Michael",male,36568,Q,
0,3,"Johnson, Mr. Malkolm Joackim",male,347062,S,
1,2,"Harper, Miss. Annie Jessie ""Nina""",female,248727,S,
0,3,"Jensen, Mr. Svend Lauritz",male,350048,S,
0,2,"Gillespie, Mr. William Henry",male,12233,S,
0,2,"Hodges, Mr. Henry Price",male,250643,S,
1,1,"Chambers, Mr. Norman Campbell",male,113806,S,E8
0,3,"Oreskovic, Mr. Luka",male,315094,S,
1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,31027,S,
1,3,"Mannion, Miss. Margareth",female,36866,Q,
0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,236853,S,
0,3,"Ilmakangas, Miss. Pieta Sofia",female,STON/O2. 3101271,S,
1,1,"Allen, Miss. Elisabeth Walton",female,24160,S,B5
0,3,"Hassan, Mr. Houssein G N",male,2699,C,
0,2,"Knight, Mr. Robert J",male,239855,S,
0,2,"Berriman, Mr. William John",male,28425,S,
0,2,"Troupiansky, Mr. Moses Aaron",male,233639,S,
0,3,"Williams, Mr. Leslie",male,54636,S,
0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,W./C. 6608,S,
1,1,"Lesurer, Mr. Gustave J",male,PC 17755,C,B101
0,3,"Ivanoff, Mr. Kanio",male,349201,S,
0,3,"Nankoff, Mr. Minko",male,349218,S,
1,1,"Hawksford, Mr. Walter James",male,16988,S,D45
0,1,"Cavendish, Mr. Tyrell William",male,19877,S,C46
1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,PC 17608,C,B57 B59 B63 B66
0,3,"McNamee, Mr. Neal",male,376566,S,
1,3,"Stranden, Mr. Juho",male,STON/O 2. 3101288,S,
0,1,"Crosby, Capt. Edward Gifford",male,WE/P 5735,S,B22
0,3,"Abbott, Mr. Rossmore Edward",male,C.A. 2673,S,
1,2,"Sinkkonen, Miss. Anna",female,250648,S,
0,1,"Marvin, Mr. Daniel Warner",male,113773,S,D30
0,3,"Connaghton, Mr. Michael",male,335097,Q,
1,2,"Wells, Miss. Joan",female,29103,S,
1,3,"Moor, Master. Meier",male,392096,S,E121
0,3,"Vande Velde, Mr. Johannes Joseph",male,345780,S,
0,3,"Jonkoff, Mr. Lalio",male,349204,S,
1,2,"Herman, Mrs. Samuel (Jane Laver)",female,220845,S,
1,2,"Hamalainen, Master. Viljo",male,250649,S,
0,3,"Carlsson, Mr. August Sigfrid",male,350042,S,
0,2,"Bailey, Mr. Percy Andrew",male,29108,S,
0,3,"Theobald, Mr. Thomas Leonard",male,363294,S,
1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,110152,S,B77
0,3,"Garfirth, Mr. John",male,358585,S,
0,3,"Nirva, Mr. Iisakki Antino Aijo",male,SOTON/O2 3101272,S,
1,3,"Barah, Mr. Hanna Assi",male,2663,C,
1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,113760,S,B96 B98
0,3,"Eklund, Mr. Hans Linus",male,347074,S,
1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,13502,S,D11
0,1,"Brewe, Dr. Arthur Jackson",male,112379,C,
0,3,"Mangan, Miss. Mary",female,364850,Q,
0,3,"Moran, Mr. Daniel J",male,371110,Q,
0,3,"Gronnestad, Mr. Daniel Danielsen",male,8471,S,
0,3,"Lievens, Mr. Rene Aime",male,345781,S,
0,3,"Jensen, Mr. Niels Peder",male,350047,S,
0,2,"Mack, Mrs. (Mary)",female,S.O./P.P. 3,S,E77
0,3,"Elias, Mr. Dibo",male,2674,C,
1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,29105,S,
0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,347078,S,
0,3,"Tobin, Mr. Roger",male,383121,Q,F38
1,3,"Emanuel, Miss. Virginia Ethel",female,364516,S,
0,3,"Kilgannon, Mr. Thomas J",male,36865,Q,
1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,24160,S,B3
1,3,"Ayoub, Miss. Banoura",female,2687,C,
1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17474,S,B20
0,1,"Long, Mr. Milton Clyde",male,113501,S,D6
0,3,"Johnston, Mr. Andrew G",male,W./C. 6607,S,
0,3,"Ali, Mr. William",male,SOTON/O.Q. 3101312,S,
0,3,"Harmer, Mr. Abraham (David Lishin)",male,374887,S,
1,3,"Sjoblom, Miss. Anna Sofia",female,3101265,S,
0,3,"Rice, Master. George Hugh",male,382652,Q,
1,3,"Dean, Master. Bertram Vere",male,C.A. 2315,S,
0,1,"Guggenheim, Mr. Benjamin",male,PC 17593,C,B82 B84
0,3,"Keane, Mr. Andrew ""Andy""",male,12460,Q,
0,2,"Gaskell, Mr. Alfred",male,239865,S,
0,3,"Sage, Miss. Stella Anna",female,CA. 2343,S,
0,1,"Hoyt, Mr. William Fisher",male,PC 17600,C,
0,3,"Dantcheff, Mr. Ristiu",male,349203,S,
0,2,"Otter, Mr. Richard",male,28213,S,
1,1,"Leader, Dr. Alice (Farnham)",female,17465,S,D17
1,3,"Osman, Mrs. Mara",female,349244,S,
0,3,"Ibrahim Shawah, Mr. Yousseff",male,2685,C,
0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,345773,S,
0,2,"Ponesell, Mr. Martin",male,250647,S,
1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,C.A. 31921,S,
1,1,"Carter, Master. William Thornton II",male,113760,S,B96 B98
1,3,"Thomas, Master. Assad Alexander",male,2625,C,
1,3,"Hedman, Mr. Oskar Arvid",male,347089,S,
0,3,"Johansson, Mr. Karl Johan",male,347063,S,
0,1,"Andrews, Mr. Thomas Jr",male,112050,S,A36
0,3,"Pettersson, Miss. Ellen Natalia",female,347087,S,
0,2,"Meyer, Mr. August",male,248723,S,
1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,113806,S,E8
0,3,"Alexander, Mr. William",male,3474,S,
0,3,"Lester, Mr. James",male,A/4 48871,S,
0,2,"Slemen, Mr. Richard James",male,28206,S,
0,3,"Andersson, Miss. Ebba Iris Alfrida",female,347082,S,
0,3,"Tomlin, Mr. Ernest Portage",male,364499,S,
0,1,"Fry, Mr. Richard",male,112058,S,B102
0,3,"Heininen, Miss. Wendla Maria",female,STON/O2. 3101290,S,
0,2,"Mallet, Mr. Albert",male,S.C./PARIS 2079,C,
0,3,"Holm, Mr. John Fredrik Alexander",male,C 7075,S,
0,3,"Skoog, Master. Karl Thorsten",male,347088,S,
1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,12749,S,B69
1,3,"Lulic, Mr. Nikola",male,315098,S,
0,1,"Reuchlin, Jonkheer. John George",male,19972,S,
1,3,"Moor, Mrs. (Beila)",female,392096,S,E121
0,3,"Panula, Master. Urho Abraham",male,3101295,S,
0,3,"Flynn, Mr. John",male,368323,Q,
0,3,"Lam, Mr. Len",male,1601,S,
1,2,"Mallet, Master. Andre",male,S.C./PARIS 2079,C,
1,3,"McCormack, Mr. Thomas Joseph",male,367228,Q,
1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,113572,S,B28
1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,2659,C,
1,2,"Richards, Master. George Sibley",male,29106,S,
0,3,"Saad, Mr. Amin",male,2671,C,
0,3,"Augustsson, Mr. Albert",male,347468,S,
0,3,"Allum, Mr. Owen George",male,2223,S,
1,1,"Compton, Miss. Sara Rebecca",female,PC 17756,C,E49
0,3,"Pasic, Mr. Jakob",male,315097,S,
0,3,"Sirota, Mr. Maurice",male,392092,S,
1,3,"Chip, Mr. Chang",male,1601,S,
1,1,"Marechal, Mr. Pierre",male,11774,C,C47
0,3,"Alhomaki, Mr. Ilmari Rudolf",male,SOTON/O2 3101287,S,
0,2,"Mudd, Mr. Thomas Charles",male,S.O./P.P. 3,S,
1,1,"Serepeca, Miss. Augusta",female,113798,C,
0,3,"Lemberopolous, Mr. Peter L",male,2683,C,
0,3,"Culumovic, Mr. Jeso",male,315090,S,
0,3,"Abbing, Mr. Anthony",male,C.A. 5547,S,
0,3,"Sage, Mr. Douglas Bullen",male,CA. 2343,S,
0,3,"Markoff, Mr. Marin",male,349213,C,
0,2,"Harper, Rev. John",male,248727,S,
1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,17453,C,C92
0,3,"Andersson, Master. Sigvard Harald Elias",male,347082,S,
0,3,"Svensson, Mr. Johan",male,347060,S,
